23852	5	WRITE_START	0	380839406	380839406
23852	5	WRITE_END	906	380840312	380839406
23852	5	RSEM_RELEASED	906	380840312	380839406
23852	6	WRITE_START	1703	380841109	380839406
23852	6	WRITE_END	3094	380842500	380839406
23852	6	RSEM_RELEASED	3094	380842500	380839406
23852	4	WRITE_START	4109	380843515	380839406
23852	4	WRITE_END	5000	380844406	380839406
23852	4	RSEM_RELEASED	5000	380844406	380839406
23852	11	WRITE_START	6281	380845687	380839406
23852	11	WRITE_END	6859	380846265	380839406
23852	11	RSEM_RELEASED	6859	380846265	380839406
23852	6	WRITE_START	7844	380847250	380839406
23852	6	WRITE_END	9297	380848703	380839406
23852	6	RSEM_RELEASED	9297	380848703	380839406
23852	8	WRITE_START	10359	380849765	380839406
23852	8	WRITE_END	11078	380850484	380839406
23852	8	RSEM_RELEASED	11078	380850484	380839406
23852	1	WRITE_START	12297	380851703	380839406
23852	1	WRITE_END	12828	380852234	380839406
23852	1	RSEM_RELEASED	12828	380852234	380839406
23852	7	WRITE_START	13890	380853296	380839406
23852	7	WRITE_END	15172	380854578	380839406
23852	7	RSEM_RELEASED	15172	380854578	380839406
23852	10	WRITE_START	16047	380855453	380839406
23852	10	WRITE_END	16859	380856265	380839406
23852	10	RSEM_RELEASED	16859	380856265	380839406
23852	2	WRITE_START	18140	380857546	380839406
23852	2	WRITE_END	19359	380858765	380839406
23852	2	RSEM_RELEASED	19359	380858765	380839406
