15016	10	READ_START	1110	380840531	380839421
15016	10	READ_END	1922	380841343	380839421
15016	10	WSEM_RELEASED	1922	380841343	380839421
15016	7	READ_START	2954	380842375	380839421
15016	7	READ_END	3860	380843281	380839421
15016	7	WSEM_RELEASED	3860	380843281	380839421
15016	2	READ_START	4844	380844265	380839421
15016	2	READ_END	6157	380845578	380839421
15016	2	WSEM_RELEASED	6157	380845578	380839421
15016	0	READ_START	6907	380846328	380839421
15016	0	READ_END	7829	380847250	380839421
15016	0	WSEM_RELEASED	7829	380847250	380839421
15016	2	READ_START	9094	380848515	380839421
15016	2	READ_END	10532	380849953	380839421
15016	2	WSEM_RELEASED	10532	380849953	380839421
15016	0	READ_START	11547	380850968	380839421
15016	0	READ_END	13000	380852421	380839421
15016	0	WSEM_RELEASED	13000	380852421	380839421
15016	2	READ_START	14329	380853750	380839421
15016	2	READ_END	15610	380855031	380839421
15016	2	WSEM_RELEASED	15610	380855031	380839421
15016	12	READ_START	16454	380855875	380839421
15016	12	READ_END	17172	380856593	380839421
15016	12	WSEM_RELEASED	17172	380856593	380839421
15016	1	READ_START	17813	380857234	380839421
15016	1	READ_END	19141	380858562	380839421
15016	1	WSEM_RELEASED	19141	380858562	380839421
15016	3	READ_START	19547	380858968	380839421
15016	3	READ_END	20735	380860156	380839421
15016	3	WSEM_RELEASED	20735	380860156	380839421
