31204	6	READ_START	563	380839953	380839390
31204	6	READ_END	1719	380841109	380839390
31204	6	WSEM_RELEASED	1719	380841109	380839390
31204	10	READ_START	2500	380841890	380839390
31204	10	READ_END	3516	380842906	380839390
31204	10	WSEM_RELEASED	3516	380842906	380839390
31204	6	READ_START	4485	380843875	380839390
31204	6	READ_END	5625	380845015	380839390
31204	6	WSEM_RELEASED	5625	380845015	380839390
31204	11	READ_START	6875	380846265	380839390
31204	11	READ_END	7500	380846890	380839390
31204	11	WSEM_RELEASED	7500	380846890	380839390
31204	10	READ_START	8563	380847953	380839390
31204	10	READ_END	9610	380849000	380839390
31204	10	WSEM_RELEASED	9610	380849000	380839390
31204	12	READ_START	10422	380849812	380839390
31204	12	READ_END	11844	380851234	380839390
31204	12	WSEM_RELEASED	11844	380851234	380839390
31204	11	READ_START	12563	380851953	380839390
31204	11	READ_END	14000	380853390	380839390
31204	11	WSEM_RELEASED	14000	380853390	380839390
31204	8	READ_START	15141	380854531	380839390
31204	8	READ_END	15672	380855062	380839390
31204	8	WSEM_RELEASED	15672	380855062	380839390
31204	2	READ_START	16813	380856203	380839390
31204	2	READ_END	18156	380857546	380839390
31204	2	WSEM_RELEASED	18156	380857546	380839390
31204	11	READ_START	18891	380858281	380839390
31204	11	READ_END	19594	380858984	380839390
31204	11	WSEM_RELEASED	19594	380858984	380839390
