26096	4	WRITE_START	0	380839406	380839406
26096	4	WRITE_END	1234	380840640	380839406
26096	4	RSEM_RELEASED	1234	380840640	380839406
26096	10	WRITE_START	1937	380841343	380839406
26096	10	WRITE_END	2484	380841890	380839406
26096	10	RSEM_RELEASED	2484	380841890	380839406
26096	10	WRITE_START	3500	380842906	380839406
26096	10	WRITE_END	4328	380843734	380839406
26096	10	RSEM_RELEASED	4328	380843734	380839406
26096	3	WRITE_START	5484	380844890	380839406
26096	3	WRITE_END	6484	380845890	380839406
26096	3	RSEM_RELEASED	6484	380845890	380839406
26096	10	WRITE_START	7406	380846812	380839406
26096	10	WRITE_END	8547	380847953	380839406
26096	10	RSEM_RELEASED	8547	380847953	380839406
26096	9	WRITE_START	9656	380849062	380839406
26096	9	WRITE_END	10375	380849781	380839406
26096	9	RSEM_RELEASED	10375	380849781	380839406
26096	11	WRITE_START	11250	380850656	380839406
26096	11	WRITE_END	12547	380851953	380839406
26096	11	RSEM_RELEASED	12547	380851953	380839406
26096	1	WRITE_START	13578	380852984	380839406
26096	1	WRITE_END	14406	380853812	380839406
26096	1	RSEM_RELEASED	14406	380853812	380839406
26096	1	WRITE_START	15437	380854843	380839406
26096	1	WRITE_END	16422	380855828	380839406
26096	1	RSEM_RELEASED	16422	380855828	380839406
26096	0	WRITE_START	17219	380856625	380839406
26096	0	WRITE_END	18484	380857890	380839406
26096	0	RSEM_RELEASED	18484	380857890	380839406
