4412	7	READ_START	687	380840093	380839406
4412	7	READ_END	1640	380841046	380839406
4412	7	WSEM_RELEASED	1640	380841046	380839406
4412	3	READ_START	2328	380841734	380839406
4412	3	READ_END	3234	380842640	380839406
4412	3	WSEM_RELEASED	3234	380842640	380839406
4412	12	READ_START	3922	380843328	380839406
4412	12	READ_END	5344	380844750	380839406
4412	12	WSEM_RELEASED	5344	380844750	380839406
4412	12	READ_START	6265	380845671	380839406
4412	12	READ_END	7219	380846625	380839406
4412	12	WSEM_RELEASED	7219	380846625	380839406
4412	3	READ_START	8281	380847687	380839406
4412	3	READ_END	8797	380848203	380839406
4412	3	WSEM_RELEASED	8797	380848203	380839406
4412	7	READ_START	9890	380849296	380839406
4412	7	READ_END	10656	380850062	380839406
4412	7	WSEM_RELEASED	10656	380850062	380839406
4412	2	READ_START	11719	380851125	380839406
4412	2	READ_END	12937	380852343	380839406
4412	2	WSEM_RELEASED	12937	380852343	380839406
4412	0	READ_START	13984	380853390	380839406
4412	0	READ_END	15234	380854640	380839406
4412	0	WSEM_RELEASED	15234	380854640	380839406
4412	0	READ_START	16390	380855796	380839406
4412	0	READ_END	17219	380856625	380839406
4412	0	WSEM_RELEASED	17219	380856625	380839406
4412	8	READ_START	18015	380857421	380839406
4412	8	READ_END	19000	380858406	380839406
4412	8	WSEM_RELEASED	19000	380858406	380839406
