21960	1	WRITE_START	0	380839390	380839390
21960	1	WRITE_END	719	380840109	380839390
21960	1	RSEM_RELEASED	719	380840109	380839390
21960	7	WRITE_START	1656	380841046	380839390
21960	7	WRITE_END	2985	380842375	380839390
21960	7	RSEM_RELEASED	2985	380842375	380839390
21960	7	WRITE_START	3891	380843281	380839390
21960	7	WRITE_END	5344	380844734	380839390
21960	7	RSEM_RELEASED	5344	380844734	380839390
21960	0	WRITE_START	6391	380845781	380839390
21960	0	WRITE_END	6938	380846328	380839390
21960	0	RSEM_RELEASED	6938	380846328	380839390
21960	1	WRITE_START	8063	380847453	380839390
21960	1	WRITE_END	9063	380848453	380839390
21960	1	RSEM_RELEASED	9063	380848453	380839390
21960	6	WRITE_START	9953	380849343	380839390
21960	6	WRITE_END	10641	380850031	380839390
21960	6	RSEM_RELEASED	10641	380850031	380839390
21960	7	WRITE_START	11938	380851328	380839390
21960	7	WRITE_END	13188	380852578	380839390
21960	7	RSEM_RELEASED	13188	380852578	380839390
21960	11	WRITE_START	14000	380853390	380839390
21960	11	WRITE_END	14891	380854281	380839390
21960	11	RSEM_RELEASED	14891	380854281	380839390
21960	8	WRITE_START	15672	380855062	380839390
21960	8	WRITE_END	16235	380855625	380839390
21960	8	RSEM_RELEASED	16235	380855625	380839390
21960	1	WRITE_START	17125	380856515	380839390
21960	1	WRITE_END	17844	380857234	380839390
21960	1	RSEM_RELEASED	17844	380857234	380839390
